,N,P,K,ph,Fertility_Status
1457,100,14,49,6.365956657999999,Moderate
1458,89,9,47,6.6683827660000015,Moderate
1459,95,16,46,6.74669542,Moderate
1460,95,7,45,6.031665834,Moderate
1461,87,6,45,6.40077205,Moderate
1462,93,20,50,6.448792688999999,Moderate
1463,84,29,49,6.251420275,Good
1464,111,5,47,6.2744528110000015,Moderate
1465,111,5,52,6.135996372,Moderate
1466,111,15,54,6.194090172,Moderate
1467,89,11,47,6.327822962000001,Moderate
1468,110,15,48,6.2125672110000005,Moderate
1469,95,30,52,6.640470862999999,Moderate
1470,115,12,52,6.685553129,Moderate
1471,120,25,50,6.327210469,Good
1472,102,11,45,6.35544263,Moderate
1473,94,5,55,6.085682343999999,Moderate
1474,84,18,46,6.781050372999999,Moderate
1475,107,22,54,6.630301421,Moderate
1476,80,18,52,6.484799661,Moderate
1477,86,18,45,6.566759102000001,Moderate
1478,113,28,48,6.170520517999999,Good
1479,115,18,53,6.0124803510000016,Moderate
1480,82,20,54,6.541150335,Moderate
1481,98,22,47,6.341400922,Moderate
1482,117,25,54,6.150686363999999,Good
1483,83,15,49,6.438008152999999,Moderate
1484,120,16,51,6.547041902999999,Moderate
1485,111,5,50,6.399891457000001,Moderate
1486,85,21,47,6.186770318,Moderate
1487,90,23,54,6.159020864,Moderate
1488,99,29,55,6.660954816,Good
1489,102,11,47,6.504906978999999,Moderate
1490,80,18,51,6.706053225,Moderate
1491,87,21,52,6.067665497999999,Moderate
1492,114,8,52,6.419083092,Moderate
1493,99,6,46,6.39637861,Moderate
1494,89,25,50,6.375923383,Good
1495,96,13,55,6.700337732,Moderate
1496,82,26,47,6.565312652999999,Good
1497,106,21,52,6.286515359,Moderate
1498,90,15,52,6.448061578,Moderate
1499,106,16,54,6.585872508,Moderate
1500,24,128,196,5.521466996,Good
1501,7,144,197,6.133220586,Good
1502,14,128,205,6.226289556,Good
1503,8,120,201,6.321152192,Good
1504,20,129,201,5.587905967,Good
1505,32,137,204,5.824151692999999,Good
1506,27,139,205,5.7721799460000005,Good
1507,0,123,205,5.790993052,Good
1508,22,144,196,6.4992268210000015,Good
1509,1,124,199,5.658473817000001,Good
1510,30,122,197,5.573241391,Good
1511,29,121,196,6.079497202000001,Good
1512,13,126,204,6.3831802710000005,Good
1513,9,139,199,5.867420996,Good
1514,0,133,200,5.708418722,Good
1515,30,143,199,5.7983508000000015,Good
1516,36,140,198,6.28188384,Good
1517,37,137,199,5.697945522,Good
1518,33,121,203,5.6059340870000005,Good
1519,7,144,195,5.85648105,Good
1520,35,128,205,6.041053829,Good
1521,29,128,198,5.685062404,Good
1522,2,143,196,5.669489065,Good
1523,34,140,198,5.751707342,Good
1524,29,144,204,5.800448951,Good
1525,32,141,203,5.821347769,Good
1526,13,144,197,6.28022267,Good
1527,25,143,198,6.027314401,Good
1528,9,137,200,5.636687393,Good
1529,6,144,198,5.559363609,Good
1530,37,126,196,5.596449493,Good
1531,2,120,203,5.893492998999999,Good
1532,11,143,197,5.875718516,Good
1533,10,141,201,6.386021424,Good
1534,24,142,202,5.710819862,Good
1535,23,138,195,5.7959857160000015,Good
1536,18,125,204,6.046673619,Good
1537,13,121,196,6.443382913,Good
1538,26,122,202,5.617227184,Good
1539,28,123,202,6.442289294,Good
1540,26,121,201,6.162034371,Good
1541,21,137,196,5.812781806,Good
1542,21,135,198,5.7650151260000015,Good
1543,5,144,205,6.184922574,Good
1544,2,123,205,5.739652177000001,Good
1545,15,133,199,5.8247786360000005,Good
1546,31,130,198,5.554823557000001,Good
1547,25,143,200,6.024248787,Good
1548,16,143,204,5.631333387000001,Good
1549,19,122,202,5.811975094,Good
1550,10,125,196,5.730557448,Good
1551,20,139,202,5.66999105,Good
1552,28,123,198,5.682751473,Good
1553,28,136,200,6.245858905,Good
1554,2,131,199,6.017370134,Good
1555,2,140,197,5.53456749,Good
1556,27,138,201,5.952367662,Good
1557,30,127,204,6.126436584,Good
1558,32,145,203,6.406818518,Good
1559,29,139,205,6.155939452999999,Good
1560,26,126,195,5.878568981,Good
1561,40,136,202,5.935336307999999,Good
1562,6,124,200,5.971332179,Good
1563,35,138,200,5.67130617,Good
1564,17,136,196,5.882155987999999,Good
1565,33,134,205,6.08551916,Good
1566,16,143,197,5.90402645,Good
1567,27,120,200,6.1102188260000005,Good
1568,29,145,205,6.212302608,Good
1569,3,141,197,6.142803397000001,Good
1570,15,123,204,6.365972687999999,Good
1571,5,136,195,6.264202804,Good
1572,10,136,204,6.276198595,Good
1573,7,141,195,5.514253142,Good
1574,2,129,201,5.682343744,Good
1575,29,138,197,5.830892252000001,Good
1576,30,137,200,5.603413172000001,Good
1577,29,132,204,6.0967531,Good
1578,14,139,197,6.056529526,Good
1579,18,125,203,6.160267496,Good
1580,33,143,204,5.814434775,Good
1581,40,144,196,5.987262638,Good
1582,9,143,197,5.570020684,Good
1583,38,135,203,5.9655513110000005,Good
1584,28,130,196,6.062356467000001,Good
1585,35,142,203,5.895319002000001,Good
1586,12,129,205,6.119432215,Good
1587,1,135,203,5.624203283,Good
1588,0,145,205,5.52078314,Good
1589,31,121,201,5.731535257999999,Good
1590,35,131,203,5.893490899,Good
1591,29,140,195,5.560521058,Good
1592,33,138,198,6.222390797999999,Good
1593,14,140,197,6.071255131,Good
1594,35,145,195,6.231950009,Good
1595,40,120,197,5.889480679,Good
1596,25,132,198,5.732757516,Good
1597,31,137,196,6.400321212000001,Good
1598,36,144,196,6.496934492,Good
1599,10,140,197,6.229498836,Good
1600,22,30,12,6.354006743999999,Poor
1601,37,6,13,7.511755067999999,Poor
1602,27,13,6,7.335158382,Poor
1603,7,16,9,7.813916602999999,Poor
1604,20,7,9,7.1291369410000005,Poor
1605,26,27,10,6.079998496,Moderate
1606,5,23,15,7.408939392000001,Poor
1607,0,18,14,7.207991261,Poor
1608,39,24,14,7.189259647,Poor
1609,13,23,6,7.365338111,Poor
1610,21,17,15,7.455991072000001,Poor
1611,33,12,8,6.822282114,Poor
1612,6,9,12,7.028746406000002,Poor
1613,19,7,10,6.118430299,Poor
1614,24,18,6,6.285312759,Poor
1615,9,11,8,6.559236744,Poor
1616,31,8,7,7.163245982,Poor
1617,22,17,5,6.945562889,Poor
1618,13,5,8,7.474710503,Poor
1619,16,8,9,7.601189842999999,Poor
1620,4,13,6,7.5611432239999985,Poor
1621,0,25,14,6.361671475,Moderate
1622,8,7,10,6.929216014,Poor
1623,4,23,5,7.477935216,Poor
1624,33,14,8,7.684420446,Poor
1625,30,7,15,7.825531916,Poor
1626,21,29,12,6.438668989,Moderate
1627,11,14,5,6.946354724,Poor
1628,9,8,15,7.994465371,Poor
1629,5,18,14,7.434118807000001,Poor
1630,29,25,14,7.781988584,Poor
1631,33,12,15,6.052318465,Poor
1632,8,16,6,7.106650373,Poor
1633,15,14,8,6.22094286,Poor
1634,16,7,8,6.420457311,Poor
1635,0,12,7,6.969249676,Poor
1636,5,25,6,6.0113021810000005,Moderate
1637,6,8,11,6.600948787999999,Poor
1638,10,5,5,7.817846496,Poor
1639,1,17,6,6.8198271,Poor
1640,1,30,10,7.291405641,Poor
1641,0,23,15,7.598729065,Poor
1642,24,27,9,6.157135092000001,Moderate
1643,36,11,13,7.1917274,Poor
1644,40,21,8,7.418761774,Poor
1645,40,22,6,6.488221135,Poor
1646,32,18,13,6.044167236,Poor
1647,9,10,10,6.010391864,Poor
1648,13,16,8,6.949838549,Poor
1649,15,9,11,7.907956251,Poor
1650,29,11,5,7.639788459,Poor
1651,1,15,9,7.53350946,Poor
1652,18,5,11,6.251586885,Poor
1653,14,22,9,6.543191814,Poor
1654,33,15,7,7.651225301,Poor
1655,4,6,7,6.708889665,Poor
1656,17,16,14,6.625538653,Poor
1657,12,20,10,6.528354932,Poor
1658,34,29,8,6.450640306,Moderate
1659,39,28,10,7.181907673,Moderate
1660,31,25,12,7.016482298,Moderate
1661,12,6,8,6.388617138,Poor
1662,12,29,13,7.57125447,Poor
1663,26,11,11,7.609348255,Poor
1664,19,24,15,7.137136973,Poor
1665,39,21,9,6.354022554,Poor
1666,16,29,13,6.196907944,Moderate
1667,36,29,13,7.829507245,Poor
1668,37,23,12,6.395258356,Poor
1669,39,9,15,7.992041984,Poor
1670,31,5,14,6.583411671,Poor
1671,18,12,8,6.206053072,Poor
1672,20,20,10,6.976997772000001,Poor
1673,5,8,5,6.562594972,Poor
1674,20,8,12,7.260416405,Poor
1675,25,21,11,6.460044777999999,Poor
1676,14,19,14,6.699164936,Poor
1677,37,18,12,7.401121811,Poor
1678,26,15,6,6.912033409,Poor
1679,13,22,5,7.764040111,Poor
1680,32,25,9,7.796034006,Poor
1681,19,7,9,6.969883482999999,Poor
1682,28,7,9,6.730757538,Poor
1683,24,30,11,6.601395755,Poor
1684,7,17,10,6.465913274,Poor
1685,18,23,8,6.41354791,Poor
1686,7,20,12,6.475275337,Poor
1687,20,23,11,6.407715561,Poor
1688,18,14,11,6.550814117000001,Poor
1689,34,11,10,7.36220835,Poor
1690,20,29,10,7.36549204,Moderate
1691,37,24,13,7.8546243,Poor
1692,12,8,10,7.995848977,Poor
1693,34,10,14,6.725600855,Poor
1694,6,13,9,7.786725333,Poor
1695,27,30,5,7.656978112000001,Poor
1696,13,8,12,7.105904818,Poor
1697,6,7,7,7.199106204,Poor
1698,40,17,15,7.871063004,Poor
1699,31,26,9,7.566165721,Poor
1700,61,68,50,6.7932454170000005,Moderate
1701,58,46,45,6.576261427,Moderate
1702,45,47,55,6.751452932,Moderate
1703,39,65,53,6.560743092999999,Moderate
1704,31,68,45,6.938313356,Moderate
1705,70,68,45,6.991626158,Moderate
1706,68,62,50,6.977700268,Moderate
1707,34,65,47,6.833768535,Moderate
1708,38,68,54,6.739170045,Moderate
1709,69,64,47,6.993473247000001,Moderate
1710,58,51,47,6.757470637000001,Moderate
1711,59,47,53,6.8506632320000005,Moderate
1712,44,64,54,6.74274935,Moderate
1713,56,57,48,6.506120752,Moderate
1714,69,60,54,6.98992719,Moderate
1715,56,58,49,6.69215564,Moderate
1716,49,55,53,6.544029776,Moderate
1717,38,51,52,6.927803911,Poor
1718,54,65,47,6.721835879,Moderate
1719,57,57,51,6.99223441,Moderate
1720,39,52,53,6.704204398,Poor
1721,58,67,45,6.702424548,Moderate
1722,61,64,52,6.641098708,Moderate
1723,34,62,55,6.585346229,Moderate
1724,31,48,45,6.563134737,Poor
1725,47,46,52,6.502289472999999,Moderate
1726,32,68,52,6.800321319,Moderate
1727,36,59,46,6.721130542999999,Poor
1728,61,51,51,6.574677594,Moderate
1729,70,54,46,6.919342407,Moderate
1730,44,56,49,6.519779582999999,Moderate
1731,34,68,51,6.687088097999999,Moderate
1732,50,59,47,6.747975732,Moderate
1733,39,70,52,6.65149129,Moderate
1734,34,61,49,6.502675132,Moderate
1735,44,60,55,6.825371185,Moderate
1736,31,62,52,6.99104104,Moderate
1737,65,62,51,6.5116248410000015,Moderate
1738,44,57,53,6.93172108,Moderate
1739,50,47,48,6.712772332999999,Moderate
1740,43,50,48,6.63016515,Moderate
1741,60,46,53,6.761953186,Moderate
1742,70,68,55,6.691202286,Moderate
1743,59,62,52,6.608667683999999,Moderate
1744,60,58,51,6.840802254,Moderate
1745,42,60,47,6.834808347999999,Moderate
1746,35,66,47,6.953439161,Moderate
1747,34,65,48,6.665024507999999,Moderate
1748,36,54,46,6.662875839,Poor
1749,39,64,52,6.678695788,Moderate
1750,37,52,47,6.54277684,Poor
1751,33,47,46,6.839443833,Poor
1752,34,48,48,6.805277038,Poor
1753,49,54,50,6.762522087000001,Moderate
1754,40,65,49,6.678449317999999,Moderate
1755,68,52,49,6.577192175,Moderate
1756,50,46,52,6.734005647999999,Moderate
1757,65,63,50,6.524459342,Moderate
1758,40,49,47,6.501521192,Moderate
1759,42,53,48,6.758479569,Moderate
1760,49,55,51,6.676578778,Moderate
1761,59,62,49,6.941496806,Moderate
1762,63,58,47,6.864143752,Moderate
1763,70,65,52,6.583528529,Moderate
1764,63,50,52,6.751747609,Moderate
1765,40,64,47,6.893509446,Moderate
1766,63,58,50,6.720744449,Moderate
1767,45,58,49,6.827812549,Moderate
1768,66,69,47,6.912299695,Moderate
1769,54,67,52,6.586107335,Moderate
1770,69,67,52,6.827305908,Moderate
1771,67,68,49,6.821774589,Moderate
1772,45,57,47,6.656458831,Moderate
1773,56,50,52,6.770384816,Moderate
1774,70,50,53,6.933809742999999,Moderate
1775,44,47,45,6.579441304,Moderate
1776,50,60,47,6.92791761,Moderate
1777,52,51,53,6.985804083,Moderate
1778,35,68,45,6.612429546,Moderate
1779,68,69,52,6.813383387000001,Moderate
1780,32,55,52,6.967759599999999,Poor
1781,32,55,51,6.57398033,Poor
1782,48,62,47,6.803094965,Moderate
1783,39,69,53,6.964955435,Moderate
1784,49,61,45,6.764213299,Moderate
1785,48,57,54,6.617703177999999,Moderate
1786,69,66,49,6.52711001,Moderate
1787,53,55,55,6.709668804,Moderate
1788,38,61,52,6.620729882000001,Moderate
1789,57,64,55,6.583760498999999,Moderate
1790,51,57,55,6.6764073370000006,Moderate
1791,56,65,45,6.751298936,Moderate
1792,54,66,52,6.867554147000001,Moderate
1793,58,55,47,6.7424900270000006,Moderate
1794,68,70,54,6.986228647000001,Moderate
1795,42,59,55,6.979102243,Moderate
1796,43,64,47,6.8256647820000005,Moderate
1797,35,67,49,6.617066674,Moderate
1798,56,59,55,6.551892637999999,Moderate
1799,39,64,53,6.598860305,Moderate
1800,18,30,29,6.4200187170000005,Poor
1801,37,23,28,5.7400545670000005,Poor
1802,13,28,33,5.686972967000001,Moderate
1803,2,21,35,6.293662362999999,Poor
1804,10,18,35,6.381975465,Poor
1805,7,11,32,5.542169138999999,Poor
1806,39,5,31,5.551963184,Poor
1807,34,6,27,5.8607404810000014,Poor
1808,31,30,29,5.558807063,Poor
1809,25,7,35,5.55771171,Poor
1810,16,18,26,5.568365926,Poor
1811,26,10,33,6.07071786,Poor
1812,27,8,32,5.627860548999998,Poor
1813,37,18,30,6.38488418,Poor
1814,19,15,34,5.6858890660000005,Poor
1815,0,19,33,6.234458417000001,Poor
1816,31,20,26,6.443168642000001,Poor
1817,9,17,32,5.842317989,Poor
1818,22,11,29,5.955742971,Poor
1819,31,6,26,5.741367375,Poor
1820,34,6,30,5.948342571,Poor
1821,24,6,32,6.387067562,Poor
1822,1,8,26,5.562911913,Poor
1823,31,13,33,5.85971872,Poor
1824,10,9,28,6.282955072999999,Poor
1825,36,27,26,6.25449571,Moderate
1826,38,24,33,5.973853124,Poor
1827,11,6,25,6.081568052000001,Poor
1828,16,14,30,6.37466756,Poor
1829,33,14,35,6.027707171,Poor
1830,16,6,29,5.868285082000001,Poor
1831,32,11,31,6.205931637999999,Poor
1832,38,14,30,5.5707453860000005,Poor
1833,8,6,33,6.095261012999999,Poor
1834,23,6,33,6.025789594,Poor
1835,29,25,35,5.542873799,Moderate
1836,24,14,33,6.366219551,Poor
1837,32,12,30,5.579845008,Poor
1838,30,25,31,5.804965067,Moderate
1839,14,21,35,6.121005506,Poor
1840,27,22,29,6.000248647,Poor
1841,40,5,29,5.820978791,Poor
1842,17,11,32,5.620733794,Poor
1843,30,30,35,6.001936419,Poor
1844,28,10,30,6.305740522000001,Poor
1845,39,7,29,6.362544111,Poor
1846,32,20,35,5.588655387,Poor
1847,7,15,32,6.182232762000001,Poor
1848,29,17,29,5.959493188,Poor
1849,34,15,34,5.677282677999999,Poor
1850,14,23,25,5.6121227970000005,Poor
1851,18,19,29,6.206077742000001,Poor
1852,7,21,35,5.764812076,Poor
1853,24,27,34,6.203376525,Moderate
1854,39,29,29,6.143662699,Moderate
1855,29,8,28,6.100429497,Poor
1856,10,24,27,5.7084096010000005,Poor
1857,0,29,32,5.868255858,Moderate
1858,32,11,31,6.461225827000001,Poor
1859,37,10,32,6.165084855,Poor
1860,20,29,27,6.047044342,Moderate
1861,31,29,35,6.137102505,Moderate
1862,17,30,27,5.894027065,Poor
1863,1,12,30,5.56222383,Poor
1864,6,13,29,5.832608027999999,Poor
1865,15,28,32,6.2185718739999984,Moderate
1866,27,24,29,6.142010637,Poor
1867,3,23,30,6.078807239,Poor
1868,8,26,26,5.702484758,Moderate
1869,20,28,26,5.547594847,Moderate
1870,26,18,27,5.836075368,Poor
1871,1,6,35,6.231662767,Poor
1872,27,30,31,5.718120393,Poor
1873,23,7,34,5.852038202,Poor
1874,0,26,31,5.547933273,Moderate
1875,38,6,25,6.156259104,Poor
1876,25,12,26,6.436314406,Poor
1877,40,5,32,5.981169595,Poor
1878,0,19,31,6.271952832999999,Poor
1879,26,9,32,6.470465614,Poor
1880,35,30,34,6.141502001,Poor
1881,19,30,30,5.826381164,Poor
1882,31,13,33,6.342463714,Poor
1883,17,29,26,6.071897347,Moderate
1884,2,30,30,6.331051715,Poor
1885,30,13,25,6.413184638,Poor
1886,8,15,33,5.50158009,Poor
1887,18,12,35,6.338720873,Poor
1888,8,28,30,6.015672239,Moderate
1889,40,22,29,5.735364307,Poor
1890,27,10,33,6.465906333,Poor
1891,21,20,31,5.855457599,Poor
1892,3,9,35,6.318552972999999,Poor
1893,22,16,27,6.006784979,Poor
1894,27,8,30,6.008386282999999,Poor
1895,22,8,33,5.665785202,Poor
1896,28,27,32,5.764615485,Moderate
1897,23,21,26,5.901495543999999,Poor
1898,37,5,34,5.779032666,Poor
1899,19,26,29,5.67154928,Moderate
1900,133,47,24,7.231324765,Moderate
1901,136,36,20,6.925412377000001,Moderate
1902,104,47,18,7.633437412,Moderate
1903,133,47,23,6.827354668,Moderate
1904,126,38,23,6.176716425,Moderate
1905,126,50,19,6.6287228360000015,Moderate
1906,113,41,20,7.256877571,Moderate
1907,121,45,22,6.443785385,Moderate
1908,121,47,16,7.7232401510000015,Moderate
1909,129,60,22,5.947448589,Moderate
1910,107,45,25,7.2277455160000015,Moderate
1911,122,59,18,6.219469084,Moderate
1912,140,38,15,6.021439523,Moderate
1913,102,49,21,6.253343655,Moderate
1914,111,40,25,6.187455798999999,Moderate
1915,131,35,18,7.0576933660000005,Moderate
1916,135,43,16,6.720449769,Moderate
1917,100,46,18,6.4316895060000006,Moderate
1918,123,39,24,7.453106264,Moderate
1919,117,56,15,7.368258226,Moderate
1920,121,36,24,7.352401887,Moderate
1921,101,58,18,6.652143699,Moderate
1922,107,42,24,6.144631795,Moderate
1923,100,41,22,7.318802162000001,Moderate
1924,125,39,21,7.954629324,Moderate
1925,105,60,23,6.207652157,Moderate
1926,102,46,19,6.631005298,Moderate
1927,131,49,22,7.306918817000001,Moderate
1928,139,35,15,5.898293044,Moderate
1929,108,36,19,7.238566893,Moderate
1930,118,45,23,7.977651226,Moderate
1931,107,51,22,5.983075895,Moderate
1932,125,60,17,6.785723961,Moderate
1933,113,37,20,7.393441155,Moderate
1934,131,52,16,6.486068274,Moderate
1935,115,48,16,7.175934962,Moderate
1936,113,38,25,7.388265887999999,Moderate
1937,111,41,18,6.10539819,Moderate
1938,111,53,19,6.419536555,Moderate
1939,122,48,16,6.307585854,Moderate
1940,108,46,17,6.93221485,Moderate
1941,132,41,22,7.810865753,Moderate
1942,103,42,17,6.527541661,Moderate
1943,133,50,25,7.569454601,Moderate
1944,127,37,18,7.041065585,Moderate
1945,110,39,25,7.208795456,Moderate
1946,131,38,19,6.814341946,Moderate
1947,108,38,24,7.442217061,Moderate
1948,122,40,17,6.854558957,Moderate
1949,111,50,15,7.884550475,Moderate
1950,140,40,17,6.006085786,Moderate
1951,100,40,20,7.432043735,Moderate
1952,123,50,16,6.498052108,Moderate
1953,107,36,21,6.205263534,Moderate
1954,118,50,19,6.360812227,Moderate
1955,103,51,20,7.0466074339999984,Moderate
1956,133,57,19,7.947011366,Moderate
1957,129,47,20,6.281913857999999,Moderate
1958,116,52,19,6.114525877,Moderate
1959,114,40,23,6.7539780610000015,Moderate
1960,131,60,17,7.4250413160000015,Moderate
1961,107,43,18,6.745104394,Moderate
1962,123,44,21,7.6411165689999985,Moderate
1963,112,49,25,6.470135478,Moderate
1964,119,44,15,7.091992365,Moderate
1965,130,59,19,6.520403794,Moderate
1966,127,53,24,6.127939627999999,Moderate
1967,134,52,18,7.994679507000001,Moderate
1968,109,36,18,7.524707577,Moderate
1969,100,48,17,7.827877817999999,Moderate
1970,132,52,19,6.436691764,Moderate
1971,102,37,25,5.907930899,Moderate
1972,111,39,22,6.135025006,Moderate
1973,117,51,15,6.044556594,Moderate
1974,136,36,24,7.59781958,Moderate
1975,134,56,18,6.691268104,Moderate
1976,112,54,15,6.1754923060000015,Moderate
1977,105,56,15,7.272316208999999,Moderate
1978,140,45,15,5.801047545,Moderate
1979,126,46,25,6.757457943,Moderate
1980,106,49,24,6.983395572999999,Moderate
1981,121,53,19,7.976889497999999,Moderate
1982,108,60,17,6.558902588,Moderate
1983,116,56,17,7.979090365,Moderate
1984,100,52,19,7.903528672999999,Moderate
1985,129,43,16,6.73210948,Moderate
1986,118,44,23,6.6916904760000016,Moderate
1987,117,43,25,7.839849298,Moderate
1988,126,37,21,6.61448588,Moderate
1989,120,48,16,7.456971816,Moderate
1990,102,45,16,7.2942193,Moderate
1991,131,56,20,7.762647875,Moderate
1992,114,40,17,6.363406102000001,Moderate
1993,101,37,18,7.63737841,Moderate
1994,106,46,20,6.2006719760000015,Moderate
1995,113,38,20,6.364729934,Moderate
1996,102,53,21,6.913678684,Moderate
1997,110,39,18,7.766259768999999,Moderate
1998,107,58,15,7.55606399,Moderate
1999,120,60,15,7.288377241,Moderate
2000,89,47,38,6.002524871,Moderate
2001,60,37,39,6.033485257000001,Moderate
2002,63,41,45,7.121933578999999,Moderate
2003,86,40,39,6.207459637,Moderate
2004,96,41,40,6.090060478,Moderate
2005,100,35,36,6.346715209,Moderate
2006,63,37,43,6.661957897000001,Moderate
2007,70,43,40,6.176860192,Moderate
2008,67,55,44,7.251847296,Moderate
2009,74,40,40,6.386259977999999,Moderate
2010,89,53,44,7.319735475,Moderate
2011,74,46,45,6.025028997000001,Moderate
2012,89,41,38,6.344751947000001,Moderate
2013,60,55,40,7.02777956,Moderate
2014,67,43,38,7.299304715,Moderate
2015,70,38,35,7.014063944,Moderate
2016,74,49,38,7.4880144039999985,Moderate
2017,90,40,39,6.626503893,Moderate
2018,82,35,44,6.239011,Moderate
2019,73,45,37,6.742688094,Moderate
2020,85,53,38,6.588017308,Moderate
2021,81,56,36,7.097586415,Moderate
2022,84,55,38,6.956682742999999,Moderate
2023,80,45,42,7.380396262,Moderate
2024,76,54,45,6.176618831,Moderate
2025,76,56,39,6.551130445,Moderate
2026,81,40,45,6.427726565,Moderate
2027,76,44,45,6.740947635,Moderate
2028,69,47,40,6.130136384,Moderate
2029,82,40,45,6.667633355,Moderate
2030,69,57,35,6.1868143920000005,Moderate
2031,81,36,38,6.334837865,Moderate
2032,67,60,38,7.16214284,Moderate
2033,72,51,40,7.422318499,Moderate
2034,65,39,45,6.768001309,Moderate
2035,78,50,43,6.348441469,Moderate
2036,77,52,41,6.097294061,Moderate
2037,89,52,42,6.14132902,Moderate
2038,62,49,37,7.479248124,Moderate
2039,90,48,45,6.509174788999999,Moderate
2040,66,47,36,6.57256106,Moderate
2041,80,52,39,7.165696848,Moderate
2042,89,52,45,7.207457207999999,Moderate
2043,77,51,44,7.124333547000001,Moderate
2044,94,37,41,6.4635387070000005,Moderate
2045,75,41,35,6.856833064,Moderate
2046,60,55,36,7.132389299,Moderate
2047,62,56,35,6.235357637999999,Moderate
2048,84,40,42,6.704273839,Moderate
2049,100,56,40,7.433313409,Moderate
2050,75,56,44,6.109478059,Moderate
2051,78,46,42,7.095413294,Moderate
2052,82,48,36,6.352076782999999,Moderate
2053,100,58,41,6.6587699910000016,Moderate
2054,88,50,40,7.0518224720000005,Moderate
2055,67,41,40,7.333143205,Moderate
2056,72,42,43,6.352771037,Moderate
2057,89,40,43,7.124050134,Moderate
2058,89,57,43,6.998787171,Moderate
2059,61,41,44,6.537914957999999,Moderate
2060,79,45,43,7.171054239,Moderate
2061,84,40,43,7.228268227999999,Moderate
2062,98,43,35,7.319952206,Moderate
2063,75,36,44,6.613341342999999,Moderate
2064,89,58,35,6.096838784,Moderate
2065,91,41,37,6.132570522999999,Moderate
2066,77,48,36,7.36008498,Moderate
2067,66,58,35,7.321619041,Moderate
2068,62,59,41,7.175170657000001,Moderate
2069,82,35,35,7.299076163,Moderate
2070,61,41,35,6.842966478999998,Moderate
2071,99,57,38,6.356295567999999,Moderate
2072,70,42,43,6.508342839,Moderate
2073,90,59,35,7.098227926,Moderate
2074,73,43,42,6.310699968,Moderate
2075,67,46,44,7.093328631,Moderate
2076,84,37,42,6.691074249,Moderate
2077,72,41,36,6.187746776,Moderate
2078,71,56,37,6.491506245,Moderate
2079,64,53,38,6.855362875,Moderate
2080,65,54,39,7.124571593,Moderate
2081,60,58,37,6.067302109,Moderate
2082,86,39,43,6.432051512,Moderate
2083,90,50,44,6.253408852000001,Moderate
2084,91,38,36,7.287318722999999,Moderate
2085,87,48,38,7.161865733,Moderate
2086,72,41,36,6.065898282999999,Moderate
2087,71,54,35,7.311077075,Moderate
2088,82,46,41,6.581693772,Moderate
2089,71,52,43,6.732826127,Moderate
2090,80,43,43,6.014572075,Moderate
2091,77,55,43,6.663559451,Moderate
2092,95,57,41,6.434610995,Moderate
2093,63,47,35,7.432768147000001,Moderate
2094,93,43,38,6.987332927000001,Moderate
2095,87,44,43,6.718725189,Moderate
2096,88,52,39,6.880204617,Moderate
2097,90,39,37,6.86106911,Moderate
2098,90,39,43,6.7693455,Moderate
2099,84,38,43,7.26158085,Moderate
2100,91,21,26,7.261313694,Moderate
2101,107,21,26,7.235070264,Moderate
2102,83,38,35,7.18915558,Moderate
2103,108,24,31,6.431899747999999,Moderate
2104,116,28,34,6.42321105,Good
2105,116,23,25,6.869720196,Moderate
2106,109,31,27,6.973839707000001,Moderate
2107,89,25,34,7.184801627000001,Good
2108,118,18,32,6.351823783,Moderate
2109,111,32,34,6.392048018,Moderate
2110,84,36,28,6.119892347,Moderate
2111,85,33,25,6.910823945,Moderate
2112,99,15,27,6.501157208,Moderate
2113,81,30,31,7.027585558999999,Moderate
2114,95,39,29,7.13411409,Moderate
2115,81,34,30,6.6477659970000005,Moderate
2116,80,15,28,6.703270635,Moderate
2117,104,20,26,7.493191968,Moderate
2118,109,29,28,6.724688502999999,Good
2119,100,32,26,6.043485685,Moderate
2120,100,24,28,7.101661011,Moderate
2121,83,21,28,7.466900682999999,Moderate
2122,120,23,28,6.877799264,Moderate
2123,104,26,30,6.410992833,Good
2124,108,33,31,7.393825704,Moderate
2125,91,25,26,7.482414225,Good
2126,86,26,27,6.081172981,Good
2127,98,18,27,6.516312148,Moderate
2128,111,27,31,6.0433309510000015,Good
2129,84,39,35,6.959404135,Moderate
2130,98,27,27,7.238109556,Good
2131,118,21,34,7.234258375,Moderate
2132,103,27,31,6.691541233,Good
2133,82,24,33,6.809593554,Moderate
2134,86,31,35,6.485761419,Moderate
2135,88,35,35,6.784460602,Moderate
2136,84,27,29,7.167092586,Good
2137,120,40,33,6.73410539,Moderate
2138,106,40,30,6.779984384,Moderate
2139,113,21,33,7.277422737999999,Moderate
2140,117,34,25,7.21270048,Moderate
2141,80,30,25,7.487266991,Moderate
2142,88,21,27,7.231166546,Moderate
2143,113,33,34,6.559817161000002,Moderate
2144,87,23,28,6.979590627,Moderate
2145,113,15,29,6.779230041,Moderate
2146,98,29,30,6.217974349,Good
2147,97,29,27,7.205078785,Good
2148,85,35,32,6.854011265,Moderate
2149,82,29,35,6.246872394,Good
2150,103,33,25,6.911066044,Moderate
2151,112,17,28,6.777417989,Moderate
2152,99,19,33,6.273741983,Moderate
2153,120,20,34,6.906124587000001,Moderate
2154,114,27,28,7.162802357,Good
